"","id","amount_tsh","installer","longitude","latitude","basin","region","ward","population","public_meeting","scheme_management","permit","construction_year","extraction_type","management","payment_type","water_quality","quantity","source","waterpoint_type","status_group","year_recorded"
"9205",46923,10,944,39.25789757,-10.50981064,8,13,175,402,2,9,1,2003,15,8,6,7,3,4,2,3,"2013"
"9206",46933,0,291,36.78657118,-3.3288348,6,1,1907,350,2,9,2,2007,4,8,7,7,2,9,3,3,"2013"
"9207",46948,0,571,34.82599776,-10.5414613,2,17,1586,60,2,9,2,2012,4,8,7,7,1,9,2,3,"2013"
"9208",46949,50,335,38.90645692,-6.46033413,9,15,227,25,2,1,2,2009,7,5,6,7,2,7,2,3,"2011"
"9209",46955,0,434,35.64746058,-10.2651609,2,17,268,225,2,9,2,1995,5,8,4,7,1,8,5,3,"2013"
"9210",46962,0,1598,36.09793377,-8.37347598,7,12,1180,700,2,9,2,1997,16,8,3,1,3,8,5,3,"2011"
"9211",46964,500,434,34.63073667,-8.76554934,7,4,2074,121,2,12,2,1978,4,11,2,7,2,7,2,3,"2011"
"9212",46973,0,434,31.14183768,-6.62590276,3,16,1911,80,1,10,2,1978,4,9,5,7,2,9,2,3,"2011"
"9213",46974,0,1462,37.94790851,-9.80974447,8,8,877,646,2,9,2,1992,9,4,7,7,1,6,5,3,"2013"
"9214",46980,0,2,39.08443748,-6.8180074,9,2,600,256,2,5,1,1990,15,4,3,7,1,7,2,3,"2013"
"9215",46985,500,719,37.07130771,-6.79702325,9,12,953,80,2,13,2,2010,5,12,4,5,3,8,5,3,"2011"
"9216",46986,0,1598,37.42711414,-6.92117883,9,12,1187,150,2,9,2,1977,4,8,3,7,2,4,2,3,"2011"
"9217",46987,50,511,39.3322053,-10.72957856,8,13,1031,500,2,9,1,1988,15,8,6,7,3,4,3,3,"2013"
"9218",46991,0,2105,38.12781416,-6.76328094,9,12,1611,400,2,9,2,2000,10,8,3,5,4,8,7,3,"2011"
"9219",46995,0,83,39.30103326,-7.18250202,9,15,1155,300,2,9,1,2004,16,8,3,7,2,8,5,3,"2011"
"9220",47002,6,434,37.45475949,-3.32359911,6,7,735,1,2,11,2,2008,4,10,6,7,2,9,2,3,"2013"
"9221",47003,0,571,37.35465752,-3.47779911,6,7,5,1,2,10,2,1976,4,9,3,7,3,9,2,3,"2013"
"9222",47007,0,1804,38.30708472,-4.6432272,6,21,1036,1,2,9,2,1985,4,8,3,7,2,9,2,3,"2011"
"9223",47021,0,1398,35.10895204,-4.67860837,1,19,1615,1,2,9,2,1960,8,8,7,8,1,4,2,3,"2013"
"9224",47027,0,2,39.39794814,-6.86899134,9,2,1921,1,2,7,1,2000,8,3,3,5,1,4,7,3,"2013"
"9225",47029,500,14,34.71092201,-9.22002468,7,4,1643,55,2,12,2,2009,4,11,2,7,1,9,2,3,"2011"
"9226",47032,100,560,34.80723087,-5.63773311,1,19,1066,800,2,9,2,2008,15,8,6,7,2,4,3,3,"2013"
"9227",47038,300,434,35.46921609,-7.51270823,7,4,376,1,2,9,2,2011,4,8,2,7,1,9,2,3,"2011"
"9228",47046,0,434,38.58818165,-4.97379748,6,21,591,513,2,9,1,2008,1,8,3,5,1,8,5,3,"2011"
"9229",47049,0,349,34.65445531,-11.0757616,2,17,875,90,2,9,2,1992,4,8,7,7,1,9,2,3,"2013"
"9230",47055,2500,1824,31.1422039,-6.23731971,3,16,576,100,2,9,2,1990,5,8,4,7,3,4,5,3,"2013"
"9231",47061,0,405,35.71316916,-2.4764907,1,1,1028,420,2,9,2,1973,4,8,3,7,2,9,2,3,"2013"
"9232",47067,0,402,37.57333789,-10.85613262,8,17,1423,1,1,9,1,2012,10,8,7,7,2,4,7,3,"2013"
"9233",47075,50,42,36.83373961,-6.09721349,9,12,1807,150,2,9,2,2010,15,8,6,7,2,4,2,3,"2011"
"9234",47076,0,434,30.58851879,-7.4844542,4,16,724,1,1,9,1,1995,10,8,3,7,1,8,7,3,"2011"
"9235",47078,0,434,31.1598839,-6.42123719,3,16,1666,78,2,9,2,1999,10,8,7,4,2,2,5,3,"2011"
"9236",47089,20,2,39.3538463,-6.85570546,9,2,1255,1,2,13,1,1990,15,12,6,5,1,4,7,3,"2013"
"9237",47092,0,571,38.04452918,-4.26947974,6,7,1069,120,2,10,2,1967,4,8,3,7,2,7,3,3,"2013"
"9238",47104,0,526,38.6209864,-10.77028374,8,13,1537,1,2,9,2,1985,10,8,7,5,1,8,7,3,"2013"
"9239",47106,0,434,37.18628401,-5.98872506,9,21,658,1,2,9,1,1986,16,8,3,5,3,4,5,3,"2011"
"9240",47107,10,450,37.13126964,-6.79102682,9,12,684,40,2,9,2,2008,15,12,6,7,3,4,2,3,"2011"
"9241",47115,0,434,30.89140581,-7.99822629,4,16,2072,1,1,9,1,1984,9,8,3,7,2,8,5,3,"2011"
"9242",47117,0,1927,35.13611688,-10.74999138,8,17,641,60,1,9,2,1977,4,8,7,7,1,9,2,3,"2013"
"9243",47118,0,647,34.70033323,-1.67062796,5,10,961,3500,1,13,2,1994,9,12,3,7,2,8,5,3,"2012"
"9244",47123,50,502,38.68795067,-10.14952686,8,8,719,320,2,9,1,1987,10,8,6,8,1,8,7,3,"2013"
"9245",47128,50,852,38.7138905,-6.94314947,9,15,1519,1,2,9,1,2005,6,8,6,5,2,4,5,3,"2011"
"9246",47129,0,2094,34.44725137,-1.24155623,5,10,1909,500,2,3,2,2009,5,8,7,7,2,4,5,3,"2012"
"9247",47137,0,434,37.58235814,-6.31307247,9,12,280,1,2,9,2,1970,15,8,3,5,1,4,2,3,"2011"
"9248",47140,0,349,34.92639975,-11.05349274,8,17,1165,30,1,9,2,1995,4,8,7,7,1,9,2,3,"2013"
"9249",47148,0,434,37.52645661,-3.28945844,6,7,1076,1,1,9,2,1972,4,8,3,7,2,9,7,3,"2013"
"9250",47150,0,859,37.64958544,-3.25963529,6,7,1189,1,2,1,2,2008,4,1,2,7,3,9,2,3,"2013"
"9251",47151,0,35,36.96159734,-3.35434271,6,1,652,140,2,9,2,1999,4,8,7,7,3,7,2,3,"2013"
"9252",47152,0,387,37.13269423,-6.70734272,9,12,156,56,2,9,2,1981,16,12,3,7,3,8,5,3,"2011"
"9253",47158,20,1929,39.95739579,-10.23998512,8,13,1593,150,2,9,2,1981,8,8,6,7,2,4,3,3,"2013"
"9254",47159,0,434,38.76831625,-5.05057528,6,21,1246,1,2,9,1,1999,4,8,3,7,4,9,2,3,"2011"
"9255",47160,0,405,35.6014401,-2.51311187,1,1,1028,150,2,9,2,1973,4,8,3,7,2,9,2,3,"2013"
"9256",47163,0,1533,38.81463148,-10.48803941,8,8,1528,255,2,9,1,1979,10,8,3,8,1,4,2,3,"2013"
"9257",47165,0,683,33.77283585,-6.47219211,4,19,1825,250,2,9,1,1978,8,8,3,7,2,4,3,3,"2013"
"9258",47171,1000,434,36.26778203,-10.30945445,7,17,1198,500,2,13,1,2000,16,12,2,7,2,8,5,3,"2013"
"9259",47172,0,434,34.56431338,-8.83387897,7,4,2074,52,2,12,2,1978,4,11,4,7,1,7,2,3,"2011"
"9260",47173,0,647,34.71170086,-1.69175455,5,10,961,1,1,4,2,1999,13,2,3,7,4,6,5,3,"2012"
"9261",47181,0,434,38.47415647,-4.8491096,6,21,88,1,2,9,2,1969,4,8,3,7,2,9,2,3,"2011"
"9262",47193,0,370,38.71965897,-6.97774009,9,15,1519,600,2,9,1,1978,4,8,3,7,2,7,2,3,"2011"
"9263",47213,0,434,38.91309519,-5.56693909,6,21,1976,300,2,9,1,2009,10,8,3,7,3,8,5,3,"2011"
"9264",47220,0,434,30.90387951,-3.63151678,4,6,1440,350,2,9,1,2005,5,8,7,7,2,4,5,3,"2013"
"9265",47222,20,1927,36.88675797,-11.45295524,8,17,1181,1,2,9,1,2006,16,8,6,7,3,4,5,3,"2013"
"9266",47224,700,1603,30.59598455,-3.66854907,4,6,431,430,2,9,1,1993,4,8,1,7,3,7,3,3,"2013"
"9267",47226,500,571,38.07760067,-4.47860366,6,7,649,120,2,10,2,1967,4,8,4,7,2,7,2,3,"2013"
"9268",47236,0,434,36.65864318,-3.3307891,6,1,1435,150,2,9,2,2002,4,8,3,7,3,9,2,3,"2013"
"9269",47239,0,434,36.80189433,-3.49549893,6,1,1595,300,2,9,2,1978,4,8,7,7,3,9,2,3,"2013"
"9270",47245,0,2108,35.24779111,-4.19350807,1,9,1078,1,2,9,2,2009,10,8,3,7,2,4,7,3,"2013"
"9271",47249,7,229,37.24950638,-3.18497042,6,7,954,1,2,11,2,2008,4,10,6,7,2,9,2,3,"2013"
"9272",47252,0,434,36.00262016,-9.08732505,7,12,680,1,2,3,2,1996,10,8,3,7,3,8,7,3,"2011"
"9273",47256,0,1564,37.62841347,-3.74889492,6,7,1629,40,2,9,1,2004,4,8,3,7,3,9,2,3,"2013"
"9274",47260,1000,1160,35.38912598,-10.70543008,8,17,971,0,2,9,2,1977,4,8,2,7,1,7,2,3,"2013"
"9275",47261,0,434,37.80764869,-6.99580465,9,12,1282,550,2,9,2,1983,16,8,3,7,3,8,5,3,"2011"
"9276",47280,1000,1603,30.55648879,-3.62442792,4,6,431,300,2,9,1,1990,4,8,1,7,2,9,3,3,"2013"
"9277",47284,50,502,38.88714868,-10.39097066,8,8,1272,340,2,9,1,1985,10,8,6,5,3,4,7,3,"2013"
"9278",47287,0,434,36.61480097,-3.28232066,6,1,1763,150,2,9,2,1970,10,8,3,7,2,4,7,3,"2013"
"9279",47288,250,434,30.29619759,-4.57115659,4,6,1816,350,2,10,2,1978,4,10,2,7,2,7,2,3,"2013"
"9280",47291,0,995,36.01125646,-9.08842934,7,12,680,200,2,3,2,1995,10,8,3,7,1,8,7,3,"2011"
"9281",47294,250,434,30.29934913,-4.56900894,4,6,1816,530,2,10,2,1978,4,10,2,7,2,7,2,3,"2013"
"9282",47295,0,2003,38.57378884,-4.90051569,6,21,985,814,2,9,1,2004,4,8,3,7,3,6,2,3,"2011"
"9283",47304,5000,1824,30.34481234,-5.58670446,4,16,1244,150,2,10,2,1985,10,9,4,7,2,4,5,3,"2013"
"9284",47310,2000,348,35.87931159,-7.4244691,7,4,648,1,2,9,2,1991,4,8,1,7,1,9,2,3,"2011"
"9285",47312,500,1598,29.65714132,-4.8250659,4,6,487,566,2,9,2,1985,4,8,2,7,3,7,3,3,"2013"
"9286",47316,0,434,37.76753252,-5.45797207,6,21,1363,1,2,9,1,1985,16,8,3,7,3,8,5,3,"2011"
"9287",47317,0,434,38.00422081,-5.54754293,6,21,821,500,2,9,1,2009,10,8,3,7,2,8,5,3,"2011"
"9288",47321,0,918,39.31940025,-6.99766433,9,15,2061,200,2,9,1,2004,10,8,3,7,2,8,7,3,"2011"
"9289",47330,300,1730,35.63341139,-10.69030144,8,17,1837,0,1,4,2,2008,4,2,2,7,1,7,2,3,"2013"
"9290",47338,30,1597,38.24085066,-6.63269093,9,15,149,500,2,9,2,1982,7,8,6,7,2,1,2,3,"2011"
"9291",47340,0,434,34.82267895,-8.97797778,7,4,1410,35,2,9,1,1976,4,8,3,7,2,9,2,3,"2011"
"9292",47345,0,500,38.23518781,-10.89465951,8,13,862,89,2,9,2,2005,5,8,3,5,2,4,5,3,"2013"
"9293",47347,30,434,38.97444402,-5.35101059,6,21,962,25,1,6,1,2010,15,5,6,5,3,4,2,3,"2011"
"9294",47349,30,484,38.07019391,-4.57520965,6,7,23,210,2,10,2,2011,15,8,6,7,2,4,2,3,"2013"
"9295",47361,0,302,39.80905345,-10.07524556,8,8,1524,1,1,9,1,2006,5,8,3,5,3,4,5,3,"2013"
"9296",47362,0,291,36.866855,-3.33035579,6,1,1652,95,2,9,2,2002,4,8,7,7,3,9,2,3,"2013"
"9297",47367,200,2069,37.07542919,-6.82096153,9,12,953,90,2,9,2,2004,16,8,2,7,2,8,5,3,"2011"
"9298",47368,0,986,37.13499703,-3.19310349,6,7,1900,1,2,11,2,1999,4,10,2,7,2,9,2,3,"2013"
"9299",47369,0,2057,37.06858358,-5.58824736,9,9,855,1,2,9,2,2008,4,8,3,7,1,1,7,3,"2013"
"9300",47371,0,572,34.79148559,-4.89446171,1,19,2015,59,2,9,2,1993,16,8,3,7,1,8,5,3,"2013"
"9301",47372,0,83,39.1138888,-7.46513657,7,15,1701,5153,2,9,1,2006,16,8,3,7,1,8,5,3,"2011"
"9302",47377,0,434,36.83144793,-8.79826413,7,12,908,1,1,3,2,2008,10,7,3,8,5,8,7,3,"2011"
"9303",47378,0,1070,34.51514823,-1.52908749,5,10,741,1900,2,4,2,1998,1,12,5,8,1,8,5,3,"2013"
"9304",47380,0,784,34.01019093,-2.03688758,5,10,1174,250,2,12,2,2012,4,8,7,8,5,4,3,3,"2012"
"9305",47385,0,401,37.64142546,-3.06306344,6,7,776,1,2,1,2,2004,4,1,2,7,3,9,2,3,"2013"
"9306",47389,0,434,31.37078207,-8.4588095,4,16,1929,150,2,9,1,2009,5,8,3,7,2,4,5,3,"2011"
"9307",47393,0,220,38.98689867,-7.95199441,7,15,364,1,2,9,2,1974,8,8,3,7,2,4,2,3,"2011"
"9308",47396,0,571,37.96077876,-4.43269052,6,7,725,60,2,10,2,2002,4,8,3,7,3,9,2,3,"2013"
"9309",47403,1000,434,30.29198007,-4.97718059,4,6,2047,400,2,9,2,1990,10,8,1,7,2,4,7,3,"2013"
"9310",47406,0,429,38.36819388,-5.99928667,9,15,1235,1000,2,9,1,1998,10,8,3,7,3,1,7,3,"2011"
"9311",47413,0,1482,34.49357799,-1.53589755,5,10,741,1,2,13,2,2008,4,12,3,7,2,10,3,3,"2013"
"9312",47428,0,1330,37.79047233,-6.7974564,9,12,1258,50,2,9,2,2008,10,8,3,5,1,8,7,3,"2011"
"9313",47433,0,402,39.53522765,-9.65830544,8,8,778,1,1,9,1,2006,15,8,3,7,2,4,3,3,"2013"
"9314",47435,0,1598,36.63243109,-8.07834571,7,12,915,400,2,3,2,1996,10,8,3,7,3,8,5,3,"2011"
"9315",47439,0,434,32.0715078,-8.52430716,3,16,507,150,2,9,2,1985,4,8,3,7,2,7,2,3,"2011"
"9316",47443,0,944,38.97973654,-10.88822583,8,13,191,1,2,9,1,1983,5,8,7,5,1,4,5,3,"2013"
"9317",47445,0,83,39.23514488,-7.20940787,9,15,1155,150,2,9,1,2001,16,8,3,7,4,8,5,3,"2011"
"9318",47446,0,434,37.24439087,-5.94188405,9,21,658,1,2,9,1,1997,10,8,3,7,3,8,7,3,"2011"
"9319",47448,0,675,36.6525877,-8.07043774,7,12,915,600,2,3,2,2002,16,8,3,7,3,8,5,3,"2011"
"9320",47449,500,434,34.68107387,-9.05621912,7,4,2038,45,2,12,2,1978,4,11,2,7,1,7,2,3,"2011"
"9321",47452,0,669,33.68327156,-1.74786839,5,10,1959,250,2,9,2,1995,9,8,7,7,2,8,5,3,"2012"
"9322",47458,0,556,37.07750844,-6.79498556,9,12,953,150,2,9,2,1984,16,8,7,5,3,8,2,3,"2011"
"9323",47463,0,571,37.35989278,-3.50385022,6,7,5,1,2,10,2,1976,4,9,3,7,3,9,2,3,"2013"
"9324",47469,50,335,38.6919082,-6.68541205,9,15,2058,20,1,1,2,2009,7,5,6,7,2,7,2,3,"2011"
"9325",47471,3000,1808,37.25971343,-11.17485029,8,17,1396,1,2,9,1,2002,14,8,1,7,3,4,5,3,"2013"
"9326",47478,0,291,37.030306,-3.36014206,6,1,701,230,2,9,2,1963,4,8,7,7,3,9,2,3,"2013"
"9327",47479,0,1533,38.61949956,-10.20439532,8,8,1312,200,2,9,1,1972,10,8,3,8,1,2,3,3,"2013"
"9328",47486,0,669,33.86853643,-1.7226741,5,10,105,250,1,9,2,1997,9,8,3,5,2,8,5,3,"2012"
"9329",47487,0,1824,30.90633077,-3.25483423,4,6,565,500,2,9,1,2007,5,8,7,7,2,4,5,3,"2013"
"9330",47490,50,746,40.09506741,-10.38304655,8,13,1133,400,2,3,2,2006,5,8,6,7,2,4,5,3,"2013"
"9331",47494,0,693,36.7898328,-3.35551562,6,1,1653,140,2,9,2,1989,4,8,7,7,3,9,2,3,"2013"
"9332",47502,0,919,39.21573397,-7.0006036,9,15,1949,60,2,9,1,2009,10,8,3,7,1,8,7,3,"2011"
"9333",47504,500,1403,30.11213302,-4.16651609,4,6,664,650,2,10,1,1994,10,8,1,7,2,8,7,3,"2013"
"9334",47511,0,809,30.65506205,-3.5326789,4,6,99,1,2,9,1,2013,15,8,7,7,2,4,3,3,"2013"
"9335",47512,1000,1703,37.52889535,-6.4340529,9,12,1448,1,2,9,2,2005,15,8,2,7,2,4,2,3,"2011"
"9336",47516,0,434,31.79004754,-7.81278722,3,16,1407,300,2,9,2,1983,4,8,3,7,1,7,2,3,"2011"
"9337",47517,0,434,36.59623312,-3.30832845,6,1,1763,200,2,9,2,1970,15,8,3,7,2,4,7,3,"2013"
"9338",47522,0,571,34.12490185,-1.66153329,5,10,1710,548,1,5,1,2004,4,4,3,7,4,6,2,3,"2012"
"9339",47530,0,434,39.46456646,-9.48747716,8,8,726,560,2,13,2,2012,15,12,3,8,1,4,3,3,"2013"
"9340",47531,0,349,34.65136546,-11.08265707,2,17,875,96,2,9,2,1992,4,8,7,7,1,9,2,3,"2013"
"9341",47550,0,526,38.67972471,-10.74819392,8,13,1537,1,2,9,2,1975,10,8,7,7,1,8,7,3,"2013"
"9342",47558,0,1927,35.0590835,-10.52387487,2,17,874,60,2,9,2,2008,8,8,7,7,1,7,2,3,"2013"
"9343",47569,0,434,38.86164601,-5.18702754,6,21,930,250,2,9,1,2004,9,8,3,7,4,8,5,3,"2011"
"9344",47573,0,349,34.91685078,-10.95934971,2,17,1516,60,1,9,2,1994,4,8,7,7,1,9,2,3,"2013"
"9345",47578,0,669,33.89508859,-1.78999701,5,10,808,250,1,9,2,1994,9,8,7,7,2,8,5,3,"2012"
"9346",47580,0,1598,32.9586609,-2.0657119,5,14,314,400,2,9,2,1982,10,8,3,7,3,3,3,3,"2011"
"9347",47584,1000,434,35.67532342,-10.45313123,2,17,268,600,2,9,2,1993,5,8,4,7,1,8,5,3,"2013"
"9348",47594,25,434,36.71695555,-3.83210791,6,9,1961,150,2,9,2,1980,4,8,6,7,2,9,2,3,"2013"
"9349",47598,0,2,39.10962636,-6.97457698,9,2,155,250,2,13,1,2000,10,12,3,7,2,8,7,3,"2013"
"9350",47600,0,2116,37.91422758,-4.17430488,6,7,1369,190,2,10,2,1995,4,8,3,7,2,7,2,3,"2013"
"9351",47602,0,305,30.5981159,-7.48762822,4,16,724,1,1,9,1,1995,9,8,3,7,2,8,5,3,"2011"
"9352",47611,0,83,39.09694474,-7.37432309,7,15,689,200,2,9,1,2009,16,8,3,7,2,8,5,3,"2011"
"9353",47613,0,1679,34.58043423,-1.39310231,5,10,1720,200,2,9,2,1989,4,8,7,7,2,9,3,3,"2012"
"9354",47617,0,921,29.64540166,-4.86138599,4,6,269,0,1,4,2,1985,10,2,3,7,1,3,3,3,"2013"
"9355",47618,0,349,34.74095546,-11.16607863,2,17,869,86,2,9,2,1990,4,8,7,7,1,9,2,3,"2013"
"9356",47622,0,675,36.57557906,-8.09450928,7,12,915,800,2,3,2,2003,10,8,3,7,3,8,5,3,"2011"
"9357",47624,0,434,34.09831362,-2.88767555,5,18,93,1,1,13,1,2001,9,12,3,7,2,8,5,3,"2013"
"9358",47626,0,434,37.76321495,-5.44379862,6,21,1363,1,2,9,1,2010,16,8,3,5,4,8,5,3,"2011"
"9359",47628,0,503,38.92990973,-10.05945962,8,8,1803,680,2,9,2,1980,10,8,3,5,2,8,7,3,"2013"
"9360",47638,0,370,36.7023402,-8.11349091,7,12,602,650,2,3,2,1998,10,8,3,7,3,8,5,3,"2011"
"9361",47639,0,526,38.94513894,-10.85833095,8,13,191,1,2,9,2,1985,10,8,7,7,1,8,7,3,"2013"
"9362",47651,0,434,31.36186858,-8.2481696,4,16,1273,150,2,9,1,1991,16,8,3,7,2,4,5,3,"2011"
"9363",47661,0,434,37.60257492,-7.42688391,9,12,1313,300,2,9,2,1997,16,8,4,5,3,8,5,3,"2011"
"9364",47674,0,228,37.64988903,-3.65222264,6,7,1889,200,2,11,1,1973,4,10,3,7,3,7,7,3,"2013"
"9365",47682,200,714,36.89024138,-6.98374531,9,12,2090,250,2,9,2,1996,10,8,2,7,2,8,7,3,"2011"
"9366",47699,0,869,33.54980104,-2.05296758,5,10,1706,250,2,9,2,2012,4,8,7,7,5,3,3,3,"2013"
"9367",47701,0,1598,37.60252301,-6.75388126,9,12,647,90,2,9,2,1981,4,8,3,7,3,7,2,3,"2011"
"9368",47707,3000,348,35.36732546,-7.64504067,7,4,1301,1,2,9,2,1992,4,8,1,7,1,9,2,3,"2011"
"9369",47710,0,388,36.51142222,-7.46478874,7,4,996,50,2,9,2,2008,10,8,3,7,2,8,7,3,"2011"
"9370",47718,0,719,37.0518076,-7.67212085,7,12,1815,200,2,9,2,2006,9,8,3,7,2,8,5,3,"2011"
"9371",47741,0,434,39.18421259,-7.36001522,7,15,975,300,2,9,1,2007,10,8,3,7,1,8,7,3,"2011"
"9372",47748,0,1824,30.49136536,-3.78780372,4,6,810,210,2,9,1,2009,10,8,7,7,4,8,7,3,"2013"
"9373",47753,0,434,37.26835932,-5.93571136,9,21,658,1,2,9,1,2009,16,8,3,5,5,8,5,3,"2011"
"9374",47755,1000,348,35.59254485,-7.8008839,7,4,2007,400,2,9,2,1983,4,8,2,7,1,9,2,3,"2011"
"9375",47756,0,502,38.66630939,-10.27222113,8,8,1311,278,2,9,1,1988,10,8,3,8,1,8,7,3,"2013"
"9376",47757,0,888,37.91331692,-4.50128106,6,7,278,200,1,10,2,2010,4,8,3,7,2,9,2,3,"2013"
"9377",47780,0,434,38.77586516,-5.06168187,6,21,1246,150,2,9,1,1999,4,8,3,7,4,9,2,3,"2011"
"9378",47782,0,434,38.85128774,-5.10391613,6,21,1769,150,2,9,1,1999,4,8,3,7,4,9,2,3,"2011"
"9379",47786,0,526,38.62018019,-10.77024267,8,13,1537,1,2,9,2,1985,10,8,7,5,1,8,7,3,"2013"
"9380",47793,0,220,38.61696603,-7.86657491,7,15,1626,1,2,9,2,1964,8,8,3,7,1,4,2,3,"2011"
"9381",47797,50,429,38.58707083,-6.37151209,9,15,790,1000,2,9,2,2008,15,8,6,1,3,1,2,3,"2011"
"9382",47810,30,336,38.97248285,-6.48573132,9,15,2086,100,2,1,2,1990,7,5,6,7,2,7,2,3,"2011"
"9383",47811,500,434,36.68990137,-8.22375425,7,12,1231,1,2,3,2,1983,16,8,2,7,2,8,5,3,"2011"
"9384",47813,0,434,31.16937117,-6.37935878,3,16,1666,31,1,10,2,1989,10,9,3,7,4,2,7,3,"2011"
"9385",47821,0,557,36.91539223,-6.00807795,9,12,607,90,2,9,2,1977,10,8,3,7,2,8,7,3,"2011"
"9386",47827,0,1072,39.62906174,-10.05398857,8,8,463,500,2,3,2,2008,10,8,7,7,2,4,7,3,"2013"
"9387",47832,0,434,33.60374047,-2.17204134,5,10,123,300,2,13,2,2007,10,12,7,7,1,8,7,3,"2013"
"9388",47839,0,434,38.29034638,-4.90206391,6,21,1330,400,2,9,1,1997,9,8,3,7,2,8,5,3,"2011"
"9389",47865,0,918,39.14344387,-7.14697877,9,15,1280,120,2,9,1,2004,10,8,3,7,1,8,7,3,"2011"
"9390",47878,20,719,37.19769294,-6.75685915,9,12,156,333,1,13,2,2011,15,12,6,7,2,8,2,3,"2011"
"9391",47879,0,434,37.0385299,-3.50475712,6,9,1190,200,2,3,2,2003,10,8,7,7,2,8,7,3,"2013"
"9392",47881,0,683,34.80390124,-5.61965841,1,19,1066,150,2,9,1,1974,8,8,3,7,2,4,3,3,"2013"
"9393",47883,0,118,39.27361672,-8.6001252,8,8,1250,367,2,3,2,1980,10,8,3,7,2,8,7,3,"2013"
"9394",47888,0,1398,34.87133526,-4.78577595,1,19,713,1,2,9,2,1980,10,8,7,8,1,8,7,3,"2013"
"9395",47890,0,502,38.70231442,-10.24761041,8,8,1828,250,2,9,1,1988,10,8,3,5,3,4,7,3,"2013"
"9396",47891,0,1808,33.73762609,-1.61605576,5,10,1690,60,1,5,1,2008,4,4,7,7,4,6,2,3,"2012"
"9397",47905,0,434,38.23796575,-5.71582277,6,21,1137,450,2,9,1,2009,15,8,3,7,4,7,3,3,"2011"
"9398",47910,25,2,39.10515822,-6.64664059,9,2,98,136,2,9,1,2010,15,8,6,7,1,4,2,3,"2013"
"9399",47915,0,571,30.0449276,-4.53835525,4,6,1421,450,2,11,2,1976,7,10,2,7,2,4,3,3,"2013"
"9400",47923,0,1398,34.89286184,-4.56598168,1,19,1022,1,2,9,2,2000,10,8,7,8,1,8,7,3,"2013"
"9401",47924,50,213,38.31083101,-9.9408257,8,8,595,350,2,9,2,1978,8,8,6,6,1,4,2,3,"2013"
"9402",47927,0,571,35.69545008,-3.8032586,1,9,973,545,2,9,2,1970,4,8,3,7,2,7,2,3,"2013"
"9403",47934,0,683,34.48614057,-5.70520184,7,19,437,250,2,9,1,1973,18,8,3,7,3,4,3,3,"2013"
"9404",47935,0,1386,36.72063616,-3.32066507,6,1,1762,150,2,9,2,2009,4,8,3,7,2,9,2,3,"2013"
"9405",47940,0,2,39.48142456,-6.9353778,9,2,1921,203,2,9,1,1970,8,8,3,5,1,4,2,3,"2013"
"9406",47942,200,434,34.99586948,-9.11489188,7,4,357,60,2,9,1,2001,4,8,2,7,2,9,3,3,"2011"
"9407",47946,0,434,35.4878366,-9.88150977,2,17,993,550,2,9,2,2008,5,8,3,7,1,8,5,3,"2013"
"9408",47947,0,434,38.94250864,-5.57634242,6,21,1976,150,2,9,1,2003,10,8,3,7,3,8,7,3,"2011"
"9409",47958,50,761,34.56371152,-1.3522964,5,10,1695,200,2,3,2,2000,16,8,6,7,2,8,5,3,"2012"
"9410",47966,0,434,31.04830024,-7.52038983,4,16,1540,1,1,9,1,1993,10,8,3,7,3,8,7,3,"2011"
"9411",47969,0,647,34.4266095,-1.38337456,5,10,30,60,1,3,2,1995,10,5,7,7,2,8,7,3,"2012"
"9412",47976,0,505,39.00018525,-10.05365883,8,8,1053,240,2,9,1,1980,10,8,3,7,3,8,7,3,"2013"
"9413",47982,700,1603,30.59605549,-3.67161131,4,6,431,380,2,9,1,1993,4,8,1,7,3,7,3,3,"2013"
"9414",47987,0,649,34.66561997,-1.82936525,5,10,1416,50,2,4,2,1997,9,2,3,7,3,8,5,3,"2013"
"9415",47990,0,655,37.45998345,-5.43556777,9,21,1452,1,2,9,1,1994,9,8,3,8,5,8,5,3,"2011"
"9416",47995,0,859,37.61434531,-3.20182321,6,7,1015,1,2,1,2,2007,4,1,2,7,2,9,2,3,"2013"
"9417",47999,500,1691,34.88573473,-8.85588094,7,4,1007,40,2,9,1,2007,13,8,4,7,2,2,5,3,"2011"
"9418",48007,0,571,37.04899808,-5.84463878,9,9,1943,1,2,9,2,2008,10,8,3,7,4,2,7,3,"2013"
"9419",48008,0,1533,38.81321528,-10.49067991,8,8,1528,230,2,9,1,1979,10,8,3,8,1,4,2,3,"2013"
"9420",48013,0,434,37.55027673,-3.27485043,6,7,1042,1,1,9,2,1972,4,8,3,7,3,9,7,3,"2013"
"9421",48019,0,509,39.7616577,-10.87721968,8,13,1271,400,2,11,2,1982,15,8,3,7,1,4,3,3,"2013"
"9422",48020,0,502,37.92395821,-10.42134048,8,8,634,250,2,9,1,1986,10,8,3,5,4,8,7,3,"2013"
"9423",48032,0,683,34.9586049,-5.83005026,1,19,671,300,2,9,1,1974,8,8,7,7,2,4,3,3,"2013"
"9424",48038,0,434,34.71755511,-10.29262098,2,4,1657,1,2,9,1,2008,4,8,3,7,1,9,2,3,"2011"
"9425",48039,0,2,39.15958841,-7.00217908,9,2,1378,500,2,13,1,1990,10,12,3,7,2,8,7,3,"2013"
